"","Genotype","Batch","Sample","clusters","clusters_eff","cluster_size_mean","cluster_size_std","cluster_gini","cluster_entropy","cluster_inverse_simpson","occupancy_top_cluster","occupancy_big_clusters","alpha_ratio_clusters","pct_clusters_Sa","pct_clusters_Sm","pct_templated_inserts","pct_inversions","pct_duplications","duplication_size","inversion_size","homology_score_fw","homology_score_rv","donor_score_S","donor_score_W","donor_score_WGCW","donor_score_GAGCT","donor_score_GGGST","donor_complexity","acceptor_score_S","acceptor_score_W","acceptor_score_WGCW","acceptor_score_GAGCT","acceptor_score_GGGST","acceptor_complexity","homology","untemplated_inserts","pct_blunt","read_length_mean","read_length_std","GC_content_mean","GC_content_std","read_length_SA_mean","read_length_SA_std","pct_direct_switch","pct_sequential_switch","pct_intraswitch_deletion","intraswitch_size_mean","intraswitch_size_std","break_dispersion_SM","break_dispersion_SA","pct_breaks_SM_SM","pct_breaks_SM_SA","pct_breaks_SA_SA","homology_score_fw_SM_SA","homology_score_rv_SM_SA","donor_score_GGGST_SM_SA","donor_score_S_SM_SA","donor_score_W_SM_SA","donor_score_WGCW_SM_SA","donor_score_GAGCT_SM_SA","donor_complexity_SM_SA","acceptor_score_GAGCT_SM_SA","acceptor_score_GGGST_SM_SA","acceptor_score_S_SM_SA","acceptor_score_W_SM_SA","acceptor_score_WGCW_SM_SA","acceptor_complexity_SM_SA","homology_SA","untemplated_inserts_SA","pct_blunt_SA","clusters_raw","clusters_eff_raw","cluster_size_mean_raw","cluster_size_std_raw","cluster_gini_raw","cluster_entropy_raw","cluster_inverse_simpson_raw","occupancy_top_cluster_raw","occupancy_big_clusters_raw","somatic_variants","frac_variants_transitions","num_variants"
"49","Lig4 KO","20230213","20230213_Lig4_3",151.6,24.9477439939742,0.006607685691038,0.0301435630271009,0.733074319615259,0.627089799319964,6.95527252826871,0.281559536354057,0.648050579557429,1,100,0,1.4018691588785,3.38955725429873,0,1573,409,0.107910267960905,0.0190644167933756,0.0066043095073583,0.0067397507743182,0.0093032404585641,0.0128463119816116,0.0056151838473273,0.0066714015652699,0.0064575236885258,0.0069117873248004,0.005448956587477,0.0010963997388527,0.0031093748948761,0.0071110310588281,2.71256067414196,3.66324158848603,0.93457943925233,1507.96261682243,463.982595653962,0.485553967498512,0.0145277386225235,1507.96261682243,463.982595653962,93.8518176457949,0,6.1481823542051,190.785795955903,65.238912728972,252.553304303122,383.28068028102,2.63135937324659,93.8518176457949,3.5168229809585,0.108441144749079,0.0190970110200284,0.0130946803855692,0.0139773277881904,0.0146565932012385,0.0155620644560383,0.0266291230834496,0.0147023656321175,0,0.0057481287350325,0.0122264262899443,0.012813494337274,0.0134703451804967,0.0129879141503711,2.71256067414196,3.66324158848603,0.93457943925233,214,37.6890840851489,0.0046728971962616,0.0257616295483835,0.739224394500946,0.610398831015605,6.84777624959389,0.288872512896094,0.634972102326561,14,0.933333333333333,15
"50","Trp53bp1 KO","20240830","20240830_CH12.01",37.7,27.9944505228403,0.0266720222518326,0.0286578269276955,0.45917969744597,0.892665700678489,17.4053747329956,0.17050549760793,0.938570494065556,1,100,0,8.1081081081081,0,0,1917,0,0.149862490192949,0.0124579424261348,0.0072524410212876,0.00598012487311,0.0118893257130725,0.0005405214273358,0.0078819276436829,0.0053023219847732,0.0067770889869945,0.0065372490210347,0.0076191713670893,0,0.0019878815143889,0.0066328513048998,3.49126163799947,4.62053369242929,0,1840.48648648649,471.102709959196,0.494221761569554,0.0133220762292117,1840.48648648649,471.102709959196,92.4967292528552,0,7.50327074714474,354.15104055728,89.6769272017531,332.503818054634,316.953898442446,7.50327074714474,92.4967292528552,0,0.136536435258379,0.0128481678868377,0.0177343371982865,0.0153587801220047,0.012995198984801,0.0196526753795993,0.0010810428546717,0.0117283301342917,0,0,0.0127403403779422,0.0122245884939459,0.0180787847166303,0.012286791574346,3.49126163799947,4.62053369242929,0,37,35.1005995601693,0.027027027027027,0.0286794001698992,0.425804804804805,0.903948226531562,17.6562042757441,0.173388888888889,0.912388888888889,44,0.842105263157895,57
"51","Rif1 KO","20240830","20240830_CH12.02",14.6,13.0820453387945,0.0686446886446886,0.0428753469313125,0.331592181565282,0.928149566138438,10.4482050432781,0.177965767708965,0.998306878306878,1,100,0,6.66666666666666,0,0,1949,0,0.120343241609283,0.0148215852856457,0.0074932162097993,0.0056979304949151,0.0122552106775896,0.0282924706966271,5.68721457291863e-06,0.0049472810691027,0.0066786559196556,0.0066526149705049,0.0061935327888786,0,0,0.006289815680222,3.80804181705896,3.65073864348053,0,1931.6,444.275860249012,0.49599101970931,0.0090310484466608,1931.6,444.275860249012,93.7452014127041,0,6.25479858729591,464.213701192424,13.6136671372058,235.332696404961,259.487766328553,0.00511849311562677,93.7452014127041,6.24968009418029,0.128366695124798,0.0158088288004784,1.36492683992138e-05,0.0159846696137849,0.0122424772612064,0.0216078958998148,0.0603570648613239,0.011382409277763,0,0,0.0126538503473051,0.0123236993874228,0.0156781040900173,0.0114796313508383,3.80804181705896,3.65073864348053,0,15,16.4062958147012,0.0666666666666666,0.0440693816484637,0.341933323767159,0.925629618723761,10.6545957482936,0.175204476969436,1,4,0.857142857142857,7
"52","WT","20240830","20240830_CH12.03",98.3,21.6086861488141,0.0101898142702537,0.0421753489231832,0.669262236933437,0.669057443748449,5.47134694561311,0.417492096944152,0.639093782929399,1,100,0,5.30973451327433,0,0,1784,0,0.119581137370057,0.0153248256151101,0.0071218613329916,0.0061331674443622,0.011937484156739,0.0158168522937312,0.0046908909019955,0.0056721507157751,0.0066446335511689,0.0066924900140223,0.0055790099549754,1.25433827744318e-05,0.000903123559759,0.0060970669490489,2.35099074577147,4.88443246198461,0.88495575221238,1870.90265486726,390.602415713335,0.494962806395237,0.0122215643473027,1870.90265486726,390.602415713335,91.8476660275004,0,8.15233397249959,292.502996842662,167.489029790786,254.361339259164,303.767006836553,1.63733805899961,91.8476660275004,6.51499591349998,0.113993860673618,0.0144977754033673,0.0112900508831599,0.0151259373710863,0.0132752257292976,0.0203490165627976,0.0338382662509083,0.0123500353487617,0,0.0016526824055874,0.0125962444149338,0.0123897113356766,0.0139500082499925,0.0111097522458635,2.35099074577147,4.88443246198461,0.88495575221238,113,33.4982694502339,0.0088495575221238,0.039045601876339,0.660109252049108,0.67153212360868,5.56792350914834,0.412361476065349,0.610830572375186,51,0.805555555555556,72
"53","Brca1 KO","20240830","20240830_CH12.04",39,31.5906725298536,0.0257005518531177,0.0155772875899981,0.336077837907787,0.949846346801083,28.428704568971,0.0646160635724936,0.959772972626673,1,100,0,5,0,0,2022.5,0,0.155648198376151,0.0068870370156022,0.0076717764618905,0.0054886535356875,0.013545070398232,2.20902337111612e-05,0,0.0043838435937095,0.0067489929575404,0.0065701782510379,0.0066892814746591,0,2.49285679414515e-06,0.0065141959104887,2.83563290497977,5.79479120359332,0,2055,281.549906766101,0.501716808406182,0.0126705068889625,2055,281.549906766101,97.5504720684879,0,2.44952793151209,93.7090738046351,7.29602568209402,296.444620935299,302.606101244611,0.00418312487429193,97.5504720684879,2.4453448066378,0.152781903386695,0.0070565187093477,0,0.0163000238579506,0.0118632186327603,0.0229503813389967,4.52879130521785e-05,0.0098297688114135,0,4.48732994007618e-06,0.0127871511854817,0.0121709469247912,0.0169341214004645,0.0118891511623007,2.83563290497977,5.79479120359332,0,40,44.6523088303871,0.025,0.0149803944556419,0.322887621461766,0.954205064255869,29.6278067480342,0.0656044420302975,0.97145271289758,43,0.775862068965517,58
"54","Brca1 KO","20240830","20240830_CH12.05",50.1,40.9484740859809,0.019984012408382,0.0159742070452004,0.316550572426139,0.946909876246372,30.5844512142045,0.111485022758224,0.945210591601616,1,100,0,5.88235294117647,0,0,1851,0,0.142904506624214,0.0102737072953988,0.0074243367047478,0.0057786589504447,0.0138041651011937,0.0184808671954843,0.0021782575281745,0.0048432391923514,0.0067809815856091,0.0065326868007645,0.0074843462927831,0,2.82157710903437e-06,0.0067283853066732,2.76390040434729,2.31874497770784,0,2045.33333333333,359.005470856051,0.499065277221,0.0132394357136598,2045.33333333333,359.005470856051,99.9820205432107,0,0.01797945678931,75,0,292.160279991892,216.032533857355,0.00704835098427642,99.9820205432107,0.01093110580503,0.142917448005961,0.0102692898686621,0.0049016152391406,0.0157231579241464,0.0125569825090976,0.0228195595795064,0.036965775158963,0.0107120989167014,0,0,0.012847796710779,0.0121014518378626,0.0189467002653165,0.0122799948343963,2.76390040434729,2.31874497770784,0,51,55.9211572448224,0.0196078431372549,0.0142247142918738,0.283480971922005,0.957184688837383,33.6417519762472,0.101870006113887,0.958973710286088,41,0.816666666666667,60
"55","Brca1 KO","20240830","20240830_CH12.06",47.5,40.9108790147652,0.0210659473780261,0.0125483038256218,0.302213940177662,0.96038586912277,35.0755168861112,0.067266852385194,0.950167188495682,1,100,0,6.12244897959183,0,0,1860,0,0.126311059169253,0.0092594154301836,0.007377957638698,0.0058330163441033,0.01329652494809,0.0092999041075546,0.0042545823706285,0.004952840161879,0.0068170007087506,0.0064904715122172,0.005813634080745,0,0,0.0061642858828249,2.93582706044637,2.12218755981638,0,2095.0612244898,332.293109373752,0.500874016001266,0.0112906181645005,2095.0612244898,332.293109373752,99.9914843791164,0,0.00851562088361107,75,1.4210854715202e-14,269.093080156965,210.267806098992,0.00291937416072862,99.9914843791164,0.00559624672288246,0.126311338562279,0.0092580861671647,0.0095733460819805,0.0156247538474158,0.0126753275000556,0.0219797922803771,0.018600849164521,0.0109548604435621,0,0,0.0129159538556438,0.0120233490152063,0.0147166447546465,0.0112505713857628,2.93582706044637,2.12218755981638,0,49,55.542221984524,0.0204081632653061,0.0123422923150171,0.2898773771558,0.962537523950885,36.0748956723827,0.070521416738976,0.957587231469065,52,0.828571428571429,70
"56","WT","20240830","20240830_CH12.07",73.9,20.4080046633012,0.013585217016302,0.0451344877217622,0.643666106236761,0.704571776973659,6.13764476519417,0.385346445069871,0.698793200037348,1,100,0,3.6144578313253,0,0,1800,0,0.1189558636115,0.0095406064415442,0.0071867799707941,0.0060570812216032,0.0124382076174988,0.0138230850975316,0.0036230277241057,0.005623954944907,0.0066917585916978,0.006637258320127,0.0056502987973843,0,0.002415287695658,0.0059338746824952,2.57099946249603,6.43397366715082,1.20481927710843,1866.68674698795,421.003160212242,0.494618964242991,0.0125854127315926,1866.68674698795,421.003160212242,90.2109954328294,0,9.78900456717063,394.450896878135,218.539114188161,240.013549804199,373.461903448131,3.26072495169518,90.2109954328294,6.52827961547544,0.112265866935391,0.0096364809823007,0.0087211536769655,0.0152600737181338,0.0131139075674299,0.0207764664049546,0.0295770422126952,0.012365676504638,0,0.0044940566796822,0.0126071213128061,0.0123772472509903,0.0132844497195806,0.0109416473894159,2.57099946249603,6.43397366715082,1.20481927710843,83,31.8811897534468,0.0120481927710843,0.0415478724639166,0.64116733601071,0.709216113663772,6.51047173924425,0.37202962962963,0.643437037037037,36,0.85,60
"57","Brca1 KO","20240830","20240830_CH12.08",32.3,27.2065560054202,0.0310470334272516,0.023207008531514,0.382203624837652,0.928946198696676,20.6895823388315,0.0952850328716593,0.960970383719384,1,100,0,12.5,0,0,1774,0,0.125831490426854,0.0068693445351187,0.0074912533022799,0.0057002310702788,0.0125477939059121,0.0147030430204145,0,0.0045450198955757,0.0068452745527365,0.0064573338792572,0.0070438033942915,0,2.68254753154795e-06,0.0062578688427374,2.32118308880648,6.5387403270758,3.125,1899.96875,292.225350155385,0.498410454797452,0.0106405889629834,1899.96875,292.225350155385,94.0994753306515,0,5.90052466934849,758.663826825063,152.159556032627,285.824266177367,342.801934022165,0.00726681195473307,94.0994753306515,5.89325785739376,0.1336899255744,0.007295674248337,0,0.015972707283711,0.0122568636757886,0.0220391851468273,0.0312475869117519,0.0104089683347073,0,0,0.012969704740994,0.0119617546530239,0.017831785436485,0.0114211090392979,2.32118308880648,6.5387403270758,3.125,32,33.7486212795756,0.03125,0.0240263273726336,0.381649557604835,0.928646648941702,20.3478685370319,0.102187052152782,0.956539348245997,36,0.87719298245614,57
"58","Brca1 KO","20240830","20240830_CH12.09",38.5,35.2594765681985,0.0260312162943741,0.0134134214343915,0.290393604617496,0.962549138130787,30.3146357699131,0.0584901879788433,0.971507698022877,1,100,0,2.4390243902439,0,0,1846,0,0.140866471614756,0.0111461299872598,0.007432201474567,0.0057694412488928,0.0132572356026536,0.0122837586161398,0.0027997518200295,0.0050548869456037,0.0068280393769691,0.006477533924531,0.006164077953178,0,0,0.0067679637473492,2.89606326758156,3.00393287402057,0,2013.17073170732,385.939834969828,0.497019421885681,0.0121593724332586,2013.17073170732,385.939834969828,97.6122013994278,0,2.3877986005722,148.0128045075,4.97421532149928,274.77343878378,207.251501916626,0.00462285379902124,97.6122013994278,2.38317574677318,0.140004568971008,0.0106691210740935,0.0064532334904947,0.0157917659992695,0.0124744714760201,0.022114646619769,0.02516729817859,0.0110501186525401,0,0,0.01293697726828,0.0119992578084515,0.0156047240924251,0.0123522772540806,2.89606326758156,3.00393287402057,0,41,47.7268115618657,0.024390243902439,0.0119716566848418,0.275109443402126,0.966949338170075,33.1971514765744,0.0511781011781011,0.966978516978517,43,0.806451612903226,62
"59","Brca1 KO","20240830","20240830_CH12.10",44.1,35.6995468427932,0.0227829580007534,0.0150429714761349,0.356284046773495,0.943548555213622,30.5422717280635,0.0690706865208338,0.950337521337174,1,100,0,2.22222222222222,2.12642019542136,0,1728,223,0.132628276042248,0.0095181718078841,0.0074636877703576,0.0057325385442695,0.0133764579989174,0.0107687089548205,2.63252054895461e-06,0.004993306486772,0.006859022945556,0.0064412204284201,0.0063045641537591,0,0,0.0058478908059034,3.27560473068554,2.92970733517293,0,1929.02222222222,490.447029142864,0.496642473888885,0.0157296805741659,1929.02222222222,490.447029142864,97.7678644073506,0,2.23213559264943,749.500372615168,111.690894395671,327.557176789872,310.36640713897,2.2238113811205,97.7678644073506,0.00832421152893578,0.132984399511919,0.0097339282158285,5.92366433349725e-06,0.0158065902713051,0.0124566431664795,0.0221119379567149,0.0215392108791162,0.0110441370132141,0,0,0.0129400496926429,0.0119957370474864,0.0152204402614223,0.0107937685368025,3.27560473068554,2.92970733517293,0,45,49.0164543785905,0.0222222222222222,0.0145370854776505,0.345696425151056,0.946892135263878,31.7252805861171,0.066682338191506,0.942642219087917,70,0.744444444444444,90
"60","Brca1 KO","20240830","20240830_CH12.11",74.7,59.5428763070214,0.0134077270340187,0.0108002838786324,0.355620277798244,0.9458529526097,45.3044717152232,0.0734976582121902,0.782447609414958,1,100,0,2.63157894736842,0,0,1684.5,0,0.123365426712559,0.0101218724670627,0.0074738197175352,0.0057206636557007,0.0138203638443769,0.0066654190304456,0.0029160899145423,0.0047868192316855,0.0066883434727732,0.0066412609225851,0.0063208076128582,0,0,0.0066187704055012,2.63353513971336,2.13472215971436,1.31578947368421,1971.92105263158,473.207747944475,0.497985775828038,0.0167045122756695,1971.92105263158,473.207747944475,97.4246600839959,0,2.57533991600406,390.309671801113,136.503330043531,327.18188759769,316.808167260165,0.00532814370511715,97.4246600839959,2.57001177229894,0.125450907953714,0.0090550529242028,0.0067342739407772,0.0158670635239739,0.0123839154220803,0.0231116112680906,0.0136824793920083,0.010434996734052,0,0,0.0126721781789197,0.0123026971082764,0.0160009550515032,0.0120799990289524,2.63353513971336,2.13472215971436,1.31578947368421,76,80.2903004451569,0.0131578947368421,0.0103634825903209,0.33674673290086,0.95057970762848,47.1408428462601,0.0765893823572767,0.790848021563796,50,0.842857142857143,70
"61","WT","20240830","20240830_CH12.12",119.2,27.6171567247868,0.0084106415395779,0.0358220070683928,0.640703980064525,0.692296212693996,6.2343393181142,0.387923441508494,0.563810117689951,1,100,0,2.87769784172661,0,0,1736.5,0,0.119926912987515,0.0141491498162075,0.0070997089723533,0.0061591305499235,0.0113940175797086,0.0186126759502219,0.0035694805097418,0.0057388734231903,0.0066792385185612,0.0066519321504148,0.0057223399205349,0,0.0014339409190249,0.0062389840263566,2.33580310076026,5.50106026291647,2.15827338129496,1827.77697841727,409.578605049887,0.493511019213724,0.0126967732908069,1827.77697841727,409.578605049887,91.4346162225815,0,8.56538377741849,209.644091434089,149.856869535464,243.20146797904,319.86152231453,3.29073806473708,91.4346162225815,5.27464571268141,0.116946661080564,0.0135928855439783,0.0084785443214692,0.0151065236453722,0.013298573513967,0.0193045689973417,0.0392981923166345,0.0125530226689001,0,0.0026689208485249,0.0126771907749967,0.0122969530604114,0.0143201206596293,0.0113640705672432,2.33580310076026,5.50106026291647,2.15827338129496,139,43.1333833512492,0.0071942446043165,0.0327627306726975,0.629886925074434,0.694652924487882,6.43819800302651,0.381020575785018,0.526588463239475,37,0.854545454545454,55
"62","Trp53bp1 KO","20240830","20240830_CH12.13",43.9,28.619266713725,0.0229111604769499,0.0270293256455465,0.462011835983971,0.887477560051181,18.1970926517453,0.177107821373471,0.935452084859056,1,100,0,6.38297872340425,3.57131261972013,0,1711,400,0.124411195109025,0.0121674038003209,0.0073731197186254,0.0058386865041189,0.0117891830616051,0,0.0041150877823043,0.0049915786833877,0.0065401640561064,0.0068149308036308,0.0059328051457398,0,0.0020575438911521,0.0061160565754889,3.126693028966,6.36494776153635,2.12765957446808,1813.63829787234,464.686598826583,0.494271899695875,0.0126315216056923,1813.63829787234,464.686598826583,87.0341065957376,0,12.9658934042625,270.394788032053,135.899073210209,240.02474447364,400.317813203348,1.85178950203697,87.0341065957376,11.1141039022255,0.113574414169915,0.0103548138432023,0.0104166666666666,0.015788551582374,0.0124783372725507,0.0206872003721711,0,0.0107257556808526,0,0.0037734554560735,0.0124227756342288,0.0125884931573429,0.015181127601736,0.0110875726048151,3.126693028966,6.36494776153635,2.12765957446808,47,39.2711959127545,0.0212765957446808,0.0270761487910772,0.493794963570267,0.874171933169325,18.1818128664206,0.178468727534148,0.943445962137551,45,0.8125,48
"63","Lig4 KO","20240830","20240830_CH12.14",60.6,10.7336181759243,0.0165230417821923,0.0547429001534932,0.779746292971976,0.576797158237774,5.05994045855722,0.312712248736178,0.803959975635023,1,100,0,5.12820512820512,4.55212718785056,0,1535,228,0.109445477900707,0.018553157631057,0.0067941466449039,0.0065172570310088,0.009912650337814,0.0064334813993273,0.0054510865537261,0.0063481919350563,0.0065774652430362,0.0067712129051353,0.0064861011144333,0.0029761749728384,0.0021244310018187,0.0069219089738925,2.83880009821429,4.03746840083489,1.28205128205128,1603.88461538462,413.050781653845,0.487764190464518,0.0133610062882824,1603.88461538462,413.050781653845,92.8566591525603,0,7.14334084743965,317.327317224864,218.914998510883,226.942614457519,406.367675313463,4.76205093747083,92.8566591525603,2.38128990996882,0.109554669148566,0.0190124641009127,0.0125641331816127,0.0143750723271575,0.0141782484473265,0.0166705925391729,0.0131808367338472,0.0139564893179912,0,0.0040151807561113,0.0124590157284436,0.0125469648090366,0.0160165645157996,0.0126232508048487,2.83880009821429,4.03746840083489,1.28205128205128,78,17.0843584224033,0.0128205128205128,0.0480047582296009,0.78046498866316,0.572426887005846,5.2558636578566,0.30766314193032,0.784618949319628,17,0.84375,32
"64","Trp53bp1 KO","20240830","20240830_CH12.15",43.6,29.1705678779462,0.0230324754196338,0.030467738222197,0.440284889567278,0.88373070338839,15.8060012323183,0.207571239642675,0.946204503544961,1,100,0,9.09090909090909,2.12541248578946,0,1212,228,0.113576093509868,0.0177946229380632,0.0072049196531749,0.0060358210725748,0.0117880336446327,0.0162730701187502,0.0095605173178658,0.0054323718034793,0.0065363227802707,0.0068194328723557,0.0057073763569299,0,0.0095248102460739,0.0066984612708563,3.36673996573019,4.03174273223079,0,1649.45454545455,506.87144033255,0.490428698291166,0.0171502680113287,1649.45454545455,506.87144033255,95.5489588767459,0,4.45104112325406,168.185632399375,78.1168761705761,302.002912673439,461.761959478903,2.17180494063648,95.5489588767459,2.27923618261758,0.109756793617561,0.0175264284800192,0.0220128897123621,0.0152842894973769,0.0130847846258733,0.0199394607652465,0.0333052454423317,0.012193762233139,0,0.0175252731919765,0.0124511869330025,0.0125559360038124,0.0146135299162461,0.0121382999300926,3.36673996573019,4.03174273223079,0,44,38.5161738578826,0.0227272727272727,0.030854841384333,0.431378366519713,0.884089384774074,15.7074183181019,0.209974718455527,0.961526085957251,41,0.886792452830189,53
"65","Rif1 KO","20240830","20240830_CH12.16",18.8,15.4527716403117,0.0540137945130204,0.0389878147604405,0.413870728063119,0.897856466483245,12.0587653551035,0.136379870551302,0.981543621817722,1,100,0,0,0,0,1833,0,0.143588477629414,0.0053001132806777,0.0077663150045592,0.0053778520638716,0.0137562295785151,0.0207735257314126,0,0.0041161488471147,0.0068206945828025,0.0064861422019687,0.0058243429553204,0,0,0.0059786124670671,2.26404560538793,15.5022161131934,4.76190476190476,1995.47619047619,235.971067445146,0.498052074161763,0.0056101935987211,1995.47619047619,235.971067445146,95.4545454545455,0,4.54545454545452,405.774509803922,5.78606653402624,159.966406074529,270.824871549329,0,95.4545454545455,4.54545454545452,0.147372231744234,0.0055524996273767,0,0.016557182382556,0.0115539486890719,0.0238213986438996,0.0435254824848645,0.0093309391391573,0,0,0.0129229171238773,0.0120153696477456,0.014744140907874,0.0109117727720295,2.26404560538793,15.5022161131934,4.76190476190476,21,19.9182552195785,0.0476190476190476,0.0403520047892276,0.463839965209828,0.877600889246721,12.4712019013246,0.1337899543379,0.971841704718417,14,0.857142857142857,28
"66","Rif1 KO","20240830","20240830_CH12.17",34.4,22.5732507454731,0.029306182709015,0.02961390861942,0.491786216929348,0.87747479479366,16.8114900929301,0.150339828337989,0.954669131691146,1,100,0,2.63157894736842,0,0,2048,0,0.140921278772434,0.0096870842727703,0.0074341834583817,0.0057671183156469,0.0134637017366783,0.0123542967782989,0,0.004648257796378,0.0065404991443033,0.0068145380721124,0.00736914751845,0,0,0.0067825968171388,3.16917589829794,11.9325353870865,0,2005.92105263158,479.8168719516,0.498030486756683,0.0155200609299185,2005.92105263158,479.8168719516,97.4358974358974,0,2.56410256410256,94.7777777777778,7.07804813717022,285.811582061668,339.956394846993,0,97.4358974358974,2.56410256410256,0.1392515946839,0.0099420075431064,0,0.0157861615272628,0.0124812116560105,0.0228407283247326,0.025358819702824,0.0104376423523956,0,0,0.0123920412158219,0.0126237124265044,0.0186547650467058,0.0123791524673309,3.16917589829794,11.9325353870865,0,38,31.5654677202701,0.0263157894736842,0.0292371472762609,0.524908377908049,0.863500335922777,17.2581052812092,0.148712479049215,0.955051043730002,29,0.833333333333333,48
"67","Rif1 KO","20240830","20240830_CH12.18",23.6,20.269890535841,0.0424660484443092,0.0282944646840034,0.37791256857097,0.921578874313918,16.2798501093472,0.100367428848552,0.97509700557434,1,100,0,0,0,0,2032,0,0.113055125683853,0.0063876730241136,0.0074834208760066,0.005709410864408,0.0130033507237895,0.0084153858067625,0,0.0046082824790518,0.0068298523978715,0.0064754090199287,0.0057128384215667,0,9.62417592993599e-06,0.005975309609974,3.41253942976586,9.1639576244173,4.34782608695652,2027.13043478261,354.158930713541,0.497842293259916,0.0080562109157767,2027.13043478261,354.158930713541,95.8250324815938,0,4.17496751840623,405.358638249717,16.0082600764967,185.894336822425,237.243828020583,0.0086617583369424,95.8250324815938,4.16630576006928,0.115111466207743,0.0066634170818584,0,0.0159211255259857,0.0123188981245067,0.022428565740559,0.0175624781523993,0.010447125721594,0,0,0.0129404157327937,0.0119953175937513,0.0144619119106888,0.0109052896369604,3.41253942976586,9.1639576244173,4.34782608695652,23,24.1237729764114,0.0434782608695652,0.028956668280441,0.368064015764281,0.92517055787269,16.1485639713374,0.104731281580156,0.972592252335018,21,0.828571428571429,35
"68","Lig4 KO","20240830","20240830_CH12.19",68.9,14.0233477538331,0.0145333507662616,0.0506855954903239,0.748525045847059,0.599249761505564,5.22860361050938,0.320436124190242,0.74428067741749,1,100,0,1.19047619047619,2.22221520554571,0,1451,413,0.112797914374534,0.0187952073663913,0.0067049889329427,0.0066217520383378,0.0097891320886022,0.0056974866572567,0.0037662139133896,0.0064320729656046,0.006460995347271,0.0069077184562972,0.0060905953534718,0,0,0.0068544987318304,2.86650539664607,3.97969520951415,3.57142857142857,1569.90476190476,424.584576213358,0.486706527414053,0.0145025786168961,1569.90476190476,424.584576213358,95.4542372064596,0,4.5457627935404,241.45884893361,67.3179437259763,238.667681462551,377.834970130955,3.40907990023071,95.4542372064596,1.13668289330968,0.113619973266902,0.0176749355259057,0.0085714110684571,0.0141944616009745,0.0143954587039255,0.0161132271213191,0.0115259872397527,0.0142332876513318,0,0,0.0122603713785256,0.0127745958881272,0.0153041555090609,0.0124872519550087,2.86650539664607,3.97969520951415,3.57142857142857,84,19.6012745013677,0.0119047619047619,0.0461130537160517,0.742443747170671,0.591812661575083,5.30793730445548,0.317236145949706,0.727472017874834,10,0.851851851851852,27
"69","Rif1 KO","20240830","20240830_CH12.20",20.2,16.2019978698463,0.0497621193959866,0.0327005061318136,0.370630549373759,0.912051643809304,13.9905191707428,0.0991839044832571,0.972036898783664,1,100,0,9.52380952380952,0,0,1644,0,0.138658925950877,0.0021371589748217,0.0075729010965091,0.0056045378692231,0.0127824917084788,0,0,0.0046498491291424,0.0068351651355379,0.0064691823621424,0.0047878596437641,0,0,0.0056081361817919,2.35273273976716,10.8546322507414,0,1986.14285714286,355.265733636948,0.499098413245318,0.0100268141224684,1986.14285714286,355.265733636948,80.7692307692308,0,19.2307692307692,384.021212121212,141.257045429172,158.814232232116,327.012832043259,0,80.7692307692308,19.2307692307692,0.123807815050784,0.0026460063497793,0,0.0164918840591283,0.0116324792718726,0.0226807592868456,0,0.0090454382943596,0,0,0.0129503339435964,0.0119839520903852,0.012120316021277,0.0102356036668037,2.35273273976716,10.8546322507414,0,21,20.6192982663704,0.0476190476190476,0.034341359637866,0.393996404531962,0.900941121209493,14.0438338731929,0.0977465613110916,0.961954931226222,11,0.833333333333333,24
"70","WT","20240830","20240830_CH12.21",99.1,21.4366154563358,0.0101240632620307,0.0423159124441267,0.674612891131985,0.669004437437636,5.35559742595812,0.421707060063224,0.652265542676501,1,100,0,1.66666666666666,0,0,1688,0,0.1261606949263,0.0110264029864515,0.0072379223443494,0.0059971411156726,0.0124445949554667,0.01086810358159,0.0016337961285074,0.0053416365492717,0.006659469018346,0.0066751024855932,0.0061474064104251,1.98414776565474e-05,0.0016771431966433,0.0062211054683402,2.49855564515229,7.46986558698213,1.66666666666666,1937.50833333333,397.148271972264,0.497939257744821,0.0136688080716911,1937.50833333333,397.148271972264,89.5247471863415,0,10.4752528136585,267.914389363428,147.28724651563,292.665471623857,299.299382592786,3.00673104508622,89.5247471863415,7.46852176857228,0.124322958686775,0.0100355519643614,0.0039727467445701,0.0154107527632161,0.0129326944427275,0.0211351572188713,0.0234906083622875,0.0117499573023363,0,0.0030766652899716,0.012674357275121,0.012300200032372,0.0155547286578617,0.0112664135635226,2.49855564515229,7.46986558698213,1.66666666666666,120,36.272047831571,0.0083333333333333,0.0370329060139447,0.667678182711888,0.678144361166253,5.82974013500042,0.403244154202654,0.599726142827049,69,0.806818181818182,88
