"","Genotype","Batch","Sample","nclusters_final_downsampled","nclusters_eff_downsampled","mean_cluster_size_downsampled","std_cluster_size_downsampled","cluster_gini_downsampled","cluster_entropy_downsampled","cluster_inverse_simpson_downsampled","top_clone_occupancy_downsampled","big_clones_occupancy_downsampled","alpha_ratio_clusters","frac_clusters_Sa","frac_clusters_Sg3","frac_clusters_Sg2b","frac_clusters_Sg2c","frac_clusters_Sm","frac_clusters_Sg1","insert_frequency","frac_breaks_inversions","frac_breaks_duplications","median_duplication_size","median_inversion_size","homology_fw","homology_rv","donor_score_S","donor_score_W","donor_score_WGCW","donor_score_GAGCT","donor_score_GGGST","donor_complexity","acceptor_score_S","acceptor_score_W","acceptor_score_WGCW","acceptor_score_GAGCT","acceptor_score_GGGST","acceptor_complexity","n_homology_switch","n_untemplated_switch","frac_blunt","mean_length","std_length","mean_GC","std_GC","mean_length_SA","mean_length_SG","std_length_SA","std_length_SG","frac_breaks_single","frac_breaks_sequential","frac_breaks_intra","mean_intra_break_size","std_intra_break_size","spread_SM","spread_SA","spread_SG","spread_SG1","spread_SG2B","spread_SG2C","spread_SG3","frac_breaks_SM_SM","frac_breaks_SM_SG","frac_breaks_SG_SG","frac_breaks_SM_SA","frac_breaks_SG_SA","frac_breaks_SA_SA","homology_fw_SM_SA","homology_rv_SM_SA","homology_fw_SM_SG","homology_rv_SM_SG","donor_score_GAGCT_SM_SG","donor_score_GGGST_SM_SA","donor_score_GGGST_SM_SG","donor_score_S_SM_SA","donor_score_S_SM_SG","donor_score_W_SM_SA","donor_score_W_SM_SG","donor_score_WGCW_SM_SA","donor_score_WGCW_SM_SG","donor_score_GAGCT_SM_SA","donor_complexity_SM_SG","donor_complexity_SM_SA","acceptor_score_GAGCT_SM_SA","acceptor_score_GAGCT_SM_SG","acceptor_score_GGGST_SM_SA","acceptor_score_GGGST_SM_SG","acceptor_score_S_SM_SA","acceptor_score_WGCW_SM_SG","acceptor_score_S_SM_SG","acceptor_score_W_SM_SA","acceptor_score_W_SM_SG","acceptor_score_WGCW_SM_SA","acceptor_complexity_SM_SA","acceptor_complexity_SM_SG","n_homology_switch_SA","n_homology_switch_SG","n_untemplated_switch_SA","n_untemplated_switch_SG","frac_blunt_SA","frac_blunt_SG","nclusters_final","nclusters_eff","mean_cluster_size","std_cluster_size","cluster_gini","cluster_entropy","cluster_inverse_simpson","top_clone_occupancy","big_clones_occupancy","frac_variants_germline","frac_variants_transitions","num_variants"
"27","Brca1 KO","20230120","20230120_BC49_switch",194.6,141.702205641876,0.0051521999828059,0.0042712085095178,0.410878861174576,0.946048045521304,115.007232786657,0.0276080084299261,0.31854583772392,0.855932203389831,0.855932203389831,0.0550847457627118,0.0889830508474576,0,0,0,0.0296610169491525,0.0040147588386502,0.0040147588386503,1907,626,0.118759920924679,0.013014255157483,0.0015328708338969,0.0012253996024168,0.0038796542973924,0.000445177821022,0.0004936901348613,0.0008876256604509,0.0014443792724607,0.0013258804108765,0.0019429772085234,0.0005838951858699,9.94613997095436e-05,0.001147135525193,2.3082060681775,5.3044306560401,0,2207.08898305085,910.763702473388,0.499817686790293,0.0185341144163489,1889.45544554455,4094.20588235294,466.598434952421,550.945005230946,0.951105243448059,0,0.0488947565519409,367.131221397609,226.01787499031,366.220416291416,326.822690752422,8732.91960898858,0,502.590957934099,0,411.904660707298,0.0364672419234587,0.137606716073336,0.004209146609302,0.813498527374723,0,0.0082183680191801,0.122314202231317,0.0107135304605996,0.100984574953654,0.0281117651841205,0.0202850952641277,0.0051240024983327,0.0051240024983327,0.0153680087424262,0.0153680087424262,0.012984100247466,0.012984100247466,0.0207506063260793,0.0207506063260793,0.0202850952641277,0.0113790460569174,0.0113790460569174,0,0.0036450849072672,0,0.0008918378995433,0.0127366884404542,0.0025275392529155,0.0019389207181883,0.0122287733321832,0.0015465864795931,0.0149757722716636,0.0117114113431236,0.0017391517037901,2.38082313789627,1.87891103836952,4.33938605524038,11.0095472666502,0,0,236,220.149448049954,0.0042372881355932,0.003886823064686,0.448208275281566,0.93706755140757,128.410492527832,0.0236936880015163,0.246056317263748,0.292307692307692,0.846153846153846,65
"28","Brca1 KO","20230120","20230120_BC55_switch",101.6,77.827609769411,0.0098739811451055,0.0070704148244107,0.375899987074023,0.949089263093741,66.8765484410372,0.0377317007020491,0.672219146959046,0.845454545454545,0.845454545454545,0.1,0.0454545454545454,0.009090909090909,0,0,0.0363636363636363,0,6.12688787560629e-05,1788,0,0.114985852575624,0.015659284559941,0.0015572102569807,0.001197762561447,0.0041330650316875,0.0010008668965159,0.0004393845957545,0.0008788300066755,0.001426667225176,0.001345992168447,0.001947689734489,0.0008231549146081,0.0002220715047484,0.0011944281706426,2.18788257320065,5.5087298091474,0,2284.32727272727,914.718676167118,0.502997819421281,0.017956118240906,1946.33333333333,4133.35294117647,448.300790280709,520.296402083237,0.981771396341045,0,0.0182286036589549,666.016568799255,65.4832678368189,393.735301946082,277.554811564363,8946.01239889889,0,513.528376483884,7.0873204929883,393.196493979066,0.0181666849428437,0.15312030952108,0,0.828651086819965,0,6.19187161112355e-05,0.118079749772013,0.0131531559345213,0.0994282437965078,0.0310365873043156,0.0450417992736011,0.0045039709865853,0.0045039709865853,0.0155983721103158,0.0155983721103158,0.0127070553160392,0.0127070553160392,0.0218740364074439,0.0218740364074439,0.0450417992736011,0.011243866310043,0.011243866310043,0,0.005625910712959,0.0021705302445472,0,0.0124361413609485,0.0028152037964876,0.0020401677637512,0.0125731770670675,0.0014325749799459,0.0150831603883697,0.0123730205026058,0.0017023679469594,2.22394241499607,1.99273519407246,3.30960627864843,17.4098689153771,0,0,110,113.07248079497,0.009090909090909,0.0069444064358599,0.400215382508289,0.941304280893348,69.6989900336793,0.0351371710446383,0.698904089616796,0.447368421052632,0.815789473684211,76
"29","Rif1 KO","20230120","20230120_BC72_switch",44.7,28.0324773293278,0.0224102107716232,0.0282008732499618,0.526424487825766,0.864570033011671,17.2799187229659,0.161098513647499,0.916288742758311,0.897959183673469,0.897959183673469,0.0204081632653061,0.0816326530612244,0,0,0,0.0612244897959183,0,0,1972,0,0.129610640484497,0.0073431840712698,0.0015792113629342,0.0011727806436535,0.0039699126454941,0.0005953525902251,0.0004511181736913,0.0008073647841597,0.001433554243345,0.0013381720651257,0.0023051641653323,1.01435620757859e-06,0,0.0011568564554973,2.87166764337975,8.21354536518765,0,2282.89795918367,707.971469645896,0.503120641047026,0.0136826014713201,2101.11363636364,3882.6,338.98955574613,1025.13483991132,0.941631939276239,0,0.0583680607237609,325.786889900082,148.029140343483,367.842469000014,181.862252925349,6898.13468638695,0,974.722173921309,0,3.44622758400838,0,0.0960848917628816,0,0.845547047513358,0,0.0583680607237609,0.137196196338161,0.005752034765963,0.0605458102219662,0.0253795305743383,0.0284515270167265,0.004910582455275,0.004910582455275,0.0159237021751128,0.0159237021751128,0.0123157993350278,0.0123157993350278,0.0219358009230953,0.0219358009230953,0.0284515270167265,0.0104060237118512,0.0104060237118512,0,1.10478926144838e-05,0,0,0.0127495275579365,0.0021362637841829,0.0019475873104624,0.0122140606954118,0.0015368272695687,0.0194034784409205,0.0118503417703415,0.0017896269787986,2.98922418418408,1.83717008430166,8.83305197281749,2.76188721804511,0,0,49,37.0970076090687,0.0204081632653061,0.0279070928288063,0.555757510351761,0.850522315500426,17.3037793902497,0.160729195658224,0.909824659059282,0.319444444444444,0.777777777777778,72
"30","Lig4 KO","20230120","20230120_BC75_switch",178.7,27.25707505859,0.0056023649693967,0.0277600376282258,0.725803668049487,0.629924448164014,7.00784770962166,0.320337197049526,0.62781875658588,0.854609929078014,0.854609929078014,0.0460992907801418,0.0851063829787234,0.0141843971631205,0,0,0.0248226950354609,0.0973523772151391,0,1590,410,0.10807569058712,0.0200084079273836,0.0014329743776621,0.0013388304936997,0.0031652361428547,0.0005938492222852,0.0009765349245975,0.00108815471222,0.0013714144602227,0.0014087308341686,0.0017190628345008,0.0002868628610167,0.0002905566025164,0.0012346304547028,2.37639175140823,5.16397942096695,0.0035460992907801,1795.71276595745,788.801986258258,0.487820474047978,0.0161963323514775,1557.90456431535,3193.56097560976,441.41257037161,920.800077577832,0.934507707240271,0,0.065492292759729,220.750797575953,155.685358688843,282.014364604832,373.278132120922,9170.37631844918,0,906.806296814256,1176.59399858235,1051.98098882705,0.0403794565551704,0.127738463579605,0,0.806769243660666,0,0.0251128362045586,0.112278369627096,0.0184164222126194,0.0618276392938556,0.0259176787187879,0.0274115979728341,0.0102673246185293,0.0102673246185293,0.0143834465928164,0.0143834465928164,0.0141681771939129,0.0141681771939129,0.0169227290711807,0.0169227290711807,0.0274115979728341,0.0138412122018821,0.0138412122018821,0,0.0023362470442893,0.0028640647494429,0,0.0122671049267975,0.0021264512459849,0.0018068064098276,0.0127668797619959,0.0016953567507386,0.0143462157022957,0.0126425045713184,0.0017602435927704,2.49983553840254,1.59674678091787,4.70969633634824,8.03313574487457,0.0041493775933609,0,282,45.5126989346627,0.0035460992907801,0.0219575044974352,0.744017590587614,0.612710823667597,7.19294095642706,0.313844793464988,0.603814897469367,0.36,0.86,50
"31","WT","20230120","20230120_BC76_switch",239.2,131.996623297712,0.0041856526106246,0.0087911235005006,0.481803229760759,0.88964634709827,44.6260341842895,0.123919915700738,0.267439409905163,0.897897897897898,0.897897897897898,0.042042042042042,0.054054054054054,0.006006006006006,0,0,0.012012012012012,0.0083506463297084,0,1727,322,0.11556601973258,0.0142183640829591,0.0014953602836134,0.0012679922559657,0.0036929370095702,0.0005254563315675,0.0008519442617691,0.0009597372422007,0.0014243025283076,0.0013486772454108,0.0018762683786079,0.0002799380654484,0.0004770335270515,0.001169432710503,2.24823336761038,5.76677653588233,0.021021021021021,2037.48948948949,909.882672720916,0.496181195364103,0.0187964190919074,1783.83277591973,4268.17647058824,503.346671491586,581.863814195294,0.931920330911976,0.00280698894853,0.0652726801394941,347.972368037108,368.118203909244,361.87650703172,381.189020790574,8946.45204871506,0,594.620872655218,344.847997799093,517.562004168365,0.0367222015739013,0.0954376242500216,0.0002339157457108,0.836482706661954,0.00280698894853,0.0283165628198819,0.110127481679711,0.0125267480118774,0.0900522639379272,0.0325429114660991,0.0244110021267148,0.009015120016177,0.009015120016177,0.0150109052545841,0.0150109052545841,0.0134135683187474,0.0134135683187474,0.0198619567538311,0.0198619567538311,0.0244110021267148,0.0121342134495957,0.0121342134495957,0,0.0030621273640902,0.0032353258419416,0.0018041643662749,0.0125916435141601,0.0023621972103497,0.0019620373641239,0.0123949836125289,0.0015205554635247,0.0146554495210652,0.0121855987169565,0.0017333471363437,2.2797646083152,1.97094392729448,4.77772225250026,14.4646362632717,0.0234113712374581,0,333,214.053171882184,0.003003003003003,0.007767685386488,0.522713478433269,0.874313229745209,43.4124516651709,0.12976649190407,0.213441980923504,0.409090909090909,0.909090909090909,66
"32","Trp53bp1 KO","20230120","20230120_BC78_switch",85.6,54.586086967221,0.0117756837186281,0.0130560875649475,0.442250279494886,0.915236879877597,38.1407361037287,0.108535300316122,0.765437302423604,0.978494623655914,0.978494623655914,0,0.021505376344086,0,0,0,0.043010752688172,0.0102033636903027,0,1248.5,407,0.121840720038932,0.0179625725219837,0.0014740172888878,0.0012922268985709,0.0032974539241489,0.0003562824228109,0.0010077051703811,0.0010225119953303,0.0013625107256468,0.001418840887986,0.0018904407467037,6.80566813854744e-08,0.0004314140316153,0.0011983200976685,2.79317911304867,4.39844380000544,0,1645.96774193548,580.94112469102,0.485887589207235,0.0171574414921522,1615.6043956044,3027.5,548.095000170087,272.5,0.958694734239575,0,0.0413052657604248,358.828196001902,90.8033589576359,279.296147783218,403.571014181507,175.315785127581,0,175.315785127634,0,0,0.0206380410082614,0.0206170910589157,0,0.93807764318066,0,0.0206672247521634,0.120212317098383,0.017136290029117,0.0396155383857846,0.0499820839947701,0.0163710532637248,0.0105469542707714,0.0105469542707714,0.0147889222074267,0.0147889222074267,0.013680534714668,0.013680534714668,0.0176718407943324,0.0176718407943324,0.0163710532637248,0.0129792009255812,0.0129792009255812,0,0,0.0021504251807228,0,0.0121458547971767,0.0031228731358831,0.001984112918307,0.0129058230435785,0.001495696792104,0.0149582392191915,0.0126509276942408,0.0016052775766871,2.80773186984737,2.13102867870784,4.46573736940821,1.33658639217971,0,0,93,80.916769390442,0.010752688172043,0.0132033785780663,0.479372750041788,0.900583785748477,37.3260023495477,0.113872856721574,0.78396596031512,0.484848484848485,0.909090909090909,33
"33","Trp53bp1 KO","20230120","20230120_BC82_switch",128.3,77.0586276337499,0.0078013153273665,0.0102213679792619,0.488815105380027,0.904028407182546,47.196195004278,0.0964172813487881,0.545626975763962,0.975308641975309,0.975308641975309,0.0061728395061728,0.0061728395061728,0,0.0123456790123456,0,0.0432098765432098,0.0056175431728565,0,1522,229,0.136287365836009,0.0139221177968163,0.0015321175537794,0.0012262549404172,0.0037377087466882,0.0004691691414206,0.0003859159309899,0.0009326722049895,0.0013938480825822,0.0013832578006412,0.0019979155536256,0.0001253383312609,0.000230620079427,0.0011470493083739,2.91105041623406,6.09008805521262,0.0061728395061728,1684.67283950617,497.70228631735,0.490205754215204,0.0157435807950439,1686.99367088608,2596,468.522651153054,749,0.898235239722713,0,0.101764760277286,490.898900651338,194.479528732035,325.742014745903,410.615820681478,9675.08033458942,0,2.8261525783114,0,0,0.0678149545379294,0.0112985564744994,0,0.886936683248214,0,0.0339498057393568,0.115613942935597,0.0141475697699818,0.103076268955021,0.0433549276324383,0.0218545697618615,0.004094650895106,0.004094650895106,0.0153559620655167,0.0153559620655167,0.0129985881011941,0.0129985881011941,0.019808232673461,0.019808232673461,0.0218545697618615,0.0119445302116757,0.0119445302116757,0,0.0116092725104352,0.0012269217335266,0,0.0123085654754255,0.0037641154328732,0.0016561775422325,0.012719369176229,0.0018649757553151,0.0143720453321364,0.0123758139555355,0.0018504050331016,2.91833931293018,2.15154009084877,6.14306942214346,4.97609477874751,0.0063291139240506,0,162,119.59229909123,0.0061728395061728,0.009345517158797,0.554164886341344,0.881584539792422,49.4208646820801,0.0955571141799888,0.427068469296442,0.369565217391304,0.91304347826087,46
"34","WT","20230120","20230120_BC91_switch",216.1,107.522745138478,0.0046329513092199,0.0093947361663068,0.490085352263287,0.888656162631099,42.7406974929558,0.126448893572181,0.29799789251844,0.876404494382023,0.876404494382023,0.0337078651685393,0.0823970037453183,0.0037453183520599,0.0037453183520599,0,0.0224719101123595,0.003446538582501,0.003446538582501,1755.5,266,0.122560801206279,0.0156860416589672,0.0015203754005539,0.0012395879750027,0.0039118599166399,0.0007324834063707,0.0003649906874567,0.0009274646429676,0.0014265225644068,0.0013461564285279,0.002028760751167,0.0003850009984328,8.35739232540825e-05,0.0011665577463581,2.40945670750256,4.77743408630209,0.0112359550561797,2125.61797752809,876.376368606599,0.496402423660961,0.0174624279312851,1858.85897435897,4111.5,472.027968650896,524.636302594474,0.923142555816834,0,0.0768574441831663,286.634409067855,150.51866169212,336.633635063297,345.007062007848,8299.39141348661,0,524.466494629196,0,539.144227806062,0.0416545500191815,0.111054743556912,0,0.812087812259922,0,0.0352028941639847,0.125828664910526,0.0126604736092832,0.0802738024898319,0.0279379234997379,0.0341644404686724,0.0038776593791605,0.0038776593791605,0.0152666261229547,0.0152666261229547,0.0131060273625131,0.0131060273625131,0.0209351099770477,0.0209351099770477,0.0341644404686724,0.0118112611825859,0.0118112611825859,0,0.0021736423711794,0.0008088205919027,0,0.01265121387669,0.002409030908587,0.0018807954150245,0.0123267205790718,0.0016120397769642,0.0156182630904097,0.0120002624066623,0.0017720622320997,2.45297052898874,2.09126188788487,5.21152719291861,1.6031282441688,0.0128205128205128,0,267,187.761520227746,0.0037453183520599,0.0082413348641161,0.499012804364291,0.886011871690417,45.8464659628077,0.122252168786322,0.224585193295713,0.4,0.909090909090909,55
"35","Trp53bp1 KO","20230120","20230120_BC92_switch",96.1,56.0228135969526,0.0104711749446978,0.0145892949960477,0.488619160124479,0.893305588475025,32.5023462902421,0.134260691911984,0.755508685580647,0.975409836065574,0.975409836065574,0,0.0245901639344262,0,0,0,0.0163934426229508,0.0068470548032403,0,1726,104,0.158933402416427,0.0109036945049212,0.0015720398407081,0.0011809237969607,0.0040611913533424,0.000382463882993,0.0010024260202576,0.0008631982886696,0.0014223291776667,0.0013509179547456,0.0021806628197383,0,0.00059087228593,0.0010978301382509,3.14802870027687,10.262073586937,0,1843.76229508197,696.46294963744,0.493036612310383,0.013324965831301,1758.94957983193,5208,449.667885824461,318.945136347931,0.841099742023953,0,0.158900257976048,370.99068131828,119.597655994433,325.744769930551,498.583060309263,357.714365469935,0,357.714365469909,0,0,0.117524155210669,0.0206827805415726,0,0.82041696148238,0,0.0413761027653784,0.126712002594206,0.011460769606311,0.0834356700115233,0.0227983889261291,0.0179537301170291,0.0107183502698829,0.0107183502698829,0.0158417637926182,0.0158417637926182,0.0124143419712439,0.0124143419712439,0.0221148732033449,0.0221148732033449,0.0179537301170291,0.0108642214456002,0.0108642214456002,0,0,0.0046706092285118,0,0.0124365818119677,0.0023002927645336,0.0017078703564294,0.0125726723442257,0.0018067659059826,0.0146354203268933,0.0120203733180194,0.0018326486211678,3.16751681877125,2.375,7.62607344126953,114.823412698413,0,0,122,85.1469911105679,0.0081967213114754,0.0136227439763258,0.569226984066017,0.86235992718201,32.624512641872,0.137924937005437,0.703726625701781,0,1,7
"36","Trp53bp1 KO","20230213","20230213_53BP1_1",14.7,6.92730692443233,0.0694880936057406,0.111368068498222,0.639180809627774,0.696379676160411,4.01675411688088,0.455800070721255,0.966240682120218,1,1,0,0,0,0,0,0,0,0,1800,0,0.117860077972725,0.0209015886061739,0.0015331547883617,0.0012250771764847,0.003678406584302,0,0,0.0008726884275521,0.0013699909716838,0.0014103471835346,0.0015002052885251,0,0,0.0011139063832305,3.14098146868895,6.03410107272082,0.0666666666666666,1565,542.440411473924,0.48191383767655,0.0190005052830028,1565,0,542.440411473924,0,1,0,0,0,0,221.654236385211,439.022212676731,0,0,0,0,0,0,0,0,1,0,0,0.117860077972725,0.0209015886061739,0,0,0,0,0,0.0153572208052436,0.0153572208052436,0.0129970742864564,0.0129970742864564,0.0194670010557352,0.0194670010557352,0,0.011165702848951,0.011165702848951,0,0,0,0,0.0122773254587889,0,0,0.0127551678219028,0,0.012159006499305,0.0117598116623856,0,3.14098146868895,0,6.03410107272082,0,0.0666666666666666,0,15,8.44974298120784,0.0666666666666666,0.116560633022029,0.668769854310439,0.668939792918246,3.89292883769795,0.462372658560631,0.970423923759448,0.526315789473684,0.947368421052632,19
"37","Trp53bp1 KO","20230213","20230213_53BP1_2",45.8,13.2024283525882,0.0223337184665148,0.0482093190449499,0.790193719189251,0.646952350466678,7.88551987071439,0.264383561643836,0.923709167544784,1,1,0,0,0,0,0,0,0,0,1291.5,0,0.107660146651675,0.0134506329571751,0.001507022448694,0.0012547500466899,0.0034719972842464,0.000201279013478,0.0003976487827249,0.000981699734182,0.0013542857814516,0.0014281801857546,0.0014646116335588,0,0.001458045536658,0.0011320764163361,2.61790946326657,5.93439147959534,0.0123456790123456,1569.77777777778,506.036669729686,0.492565387151286,0.0176413677093147,1569.77777777778,0,506.036669729686,0,0.880394404952993,0,0.119605595047008,419.457304492027,140.183136491321,232.725289605034,448.396006475326,0,0,0,0,0,0.0217381334556294,0,0,0.880394404952993,0,0.097867461591378,0.0988021325090778,0.0134358846515723,0,0,0.0100401606425702,0.0045180722891566,0.0045180722891566,0.0152252027778229,0.0152252027778229,0.0131558448656893,0.0131558448656893,0.0190716277864031,0.0190716277864031,0.0100401606425702,0.0120359794167804,0.0120359794167804,0,0,0.0122216492428859,0,0.0121695986155632,0,0,0.0128786144619939,0,0.0120177560549096,0.0118781147294568,0,2.61790946326657,0,5.93439147959534,0,0.0123456790123456,0,81,17.406602005793,0.0123456790123456,0.0377107976936313,0.866111316578903,0.571872194698474,7.92933251815768,0.266286257727057,0.919876367094627,0.52,0.84,25
"38","Brca1 KO","20230213","20230213_BRCA1_1",145,109.145586720572,0.0069174694797892,0.0051693813101862,0.389830161780144,0.94928249031484,92.6334091695838,0.0296101159114857,0.464383561643835,0.873417721518987,0.873417721518987,0.0316455696202531,0.0949367088607595,0,0,0,0.0189873417721519,0.0121925933511388,0,1855,434,0.109289117056409,0.0128141595311627,0.0015468867431331,0.0012094847528144,0.0039573158124979,0.0009571555884774,0.000737137686202,0.0009083451377756,0.0014231252438657,0.0013500140338072,0.0017356937665889,0.0002595699040663,2.31039404927934e-05,0.0011460266895554,2.48385127321366,3.65838277651642,0.0063291139240506,2147.64556962025,843.74900338206,0.497354827495071,0.0157804898118867,1877.08695652174,4014.5,421.300720135142,639.654711543658,0.975103920315481,0,0.0248960796845183,624.163180834626,324.472484282607,351.357216410109,311.333497860045,7638.04606689533,0,516.585408465074,0,399.998296007663,0.0186209392549619,0.123430875989301,6.94597429022195e-05,0.85167304432618,0,0.0062056806866541,0.115354853334361,0.0109380565452123,0.0803753424254925,0.0248449812751395,0.0433197312857068,0.0076033735201487,0.0076033735201487,0.0155014894387092,0.0155014894387092,0.0128235705995133,0.0128235705995133,0.0210744125960227,0.0210744125960227,0.0433197312857068,0.0116665594924579,0.0116665594924579,0,0.0021995318575423,0.0002014938000371,0,0.0126624242613089,0.0023739909646987,0.0018669936465963,0.0123138743443369,0.0016275815669248,0.0137873429036168,0.0117170757441963,0.0017630703129627,2.50273569685919,2.35354875005956,4.01684643874517,1.18498350713809,0.0072463768115942,0,158,167.131947715203,0.0063291139240506,0.0043623389081209,0.372113147969289,0.954341229142541,107.332712899281,0.0243178372915613,0.364367525686374,0.228915662650602,0.746987951807229,83
"39","Rif1 KO","20230213","20230213_Rif1_1",40.3,28.5789881920604,0.0249020127109955,0.019629109621003,0.413035667369758,0.923878190318965,24.7783821087906,0.0867898041777608,0.943689103374577,0.955555555555556,0.955555555555556,0.0444444444444444,0,0,0,0,0.0222222222222222,0,0,2033.5,0,0.152508684083948,0.0090739206840894,0.0015945101899747,0.0011554090605945,0.0040418832049696,0.000193604562321,0.0009754944294781,0.0008127053815064,0.0014542741935356,0.0013146448800177,0.0020090009661351,0.0004264201752387,0,0.0010585083029748,3.04934121597664,11.0341424480639,0,2130.8,606.966468046904,0.500578852363301,0.0122357798309625,2021.46511627907,4481.5,339.003351073319,188.5,0.899893611193602,0,0.100106388806398,311.401987007373,157.758654788337,245.994113551376,252.222166894336,218.816914504073,0,0,0,218.816914504435,0,0.0399952716086044,6.91959716411842e-05,0.859898339584997,0,0.100037192834757,0.150954912262391,0.0083000403148159,0.10931203346404,0.0361858104795099,0.0096813725490195,0.0111111111111111,0.0111111111111111,0.0161887908531427,0.0161887908531427,0.011996992246472,0.011996992246472,0.0227546900049762,0.0227546900049762,0.0096813725490195,0.0098989000007058,0.0098989000007058,0,0.01113839016749,0,0,0.0129490736872103,0.0025050762466329,0.0021274873412543,0.0119853962468448,0.0013342468171402,0.0163796079393282,0.0110536112134718,0.0016127126767339,3.10939986669396,1.75808022555427,11.4914663367426,1.20167884147123,0,0,45,43.2475395344665,0.0222222222222222,0.0189855077615742,0.441238413907158,0.91400421891779,26.2591247420909,0.08355832467982,0.945517480096919,0.296296296296296,0.814814814814815,54
"40","Lig4 KO","20230213","20230213_Lig4_1",163,23.4514058337542,0.0061482526317065,0.0294801031343633,0.734580757318084,0.622831081500222,6.80660666243445,0.311696522655427,0.637302423603794,0.916317991631799,0.916317991631799,0.0209205020920502,0.0543933054393305,0.00836820083682,0,0,0.0209205020920502,0.0953970523427282,0,1544,409,0.104038256184733,0.0195725614611333,0.0014315884869699,0.0013404041512884,0.003086255286283,0.0006030968435214,0.0009928209655178,0.0010998059157513,0.0013726296991872,0.001407350948995,0.0018076269360355,0.0002177654497013,0.0003436773100967,0.0012120621051219,2.55294494037367,4.56607204610611,0.0167364016736401,1688.82845188285,563.574723066244,0.487866204148057,0.0154479138703992,1592.59817351598,2742.55,439.717201768262,683.075360044556,0.929587232120041,0,0.0704127678799596,328.74243517539,334.284168375398,261.90759778036,415.40954693055,8504.72213755895,0,889.28210754436,400.296375462754,512.01495384414,0.0391635963062306,0.0781165741277341,0,0.851470657992307,0,0.0312491715737289,0.108827172798782,0.0183633382442071,0.0494780893817893,0.0223362256906996,0.0280147971615713,0.0105046773617621,0.0105046773617621,0.0143507040930159,0.0143507040930159,0.0142075547377258,0.0142075547377258,0.0165889847867977,0.0165889847867977,0.0280147971615713,0.0141135031108357,0.0141135031108357,0,0.0023359634551495,0.0031925803050999,0,0.012299589598771,0.0021358616637788,0.0017681521113867,0.0127296548374597,0.001738884287849,0.0145807915332988,0.0125515789903048,0.0017586474887965,2.62063911726458,1.81507841226275,4.39419311898555,6.43955235172027,0.0182648401826484,0,239,38.0240129555463,0.00418410041841,0.0249943649375991,0.751627186866123,0.598029065885723,6.54163206003637,0.321312027621634,0.627297416787722,0,1,5
"41","WT","20230213","20230213_WT_1",305.1,130.326054005853,0.0032835048309055,0.0088576971393013,0.507358446103109,0.864538527463863,37.1770707651308,0.123709167544784,0.268598524762908,0.928853754940711,0.928853754940711,0.0395256916996047,0.0316205533596837,0,0,0,0.0079051383399209,0.0052774050943867,0.0076160199009189,1637,357,0.109735685386812,0.0168933848867942,0.0014870250309293,0.0012774568073288,0.0035875548510867,0.0006771717461044,0.0008800245858973,0.0010010051237182,0.0014118681198187,0.0013627963252123,0.0017874665106514,0.0004498981969136,0.000274603281897,0.0011496761683912,2.15702972195141,4.47047393509916,0.0158102766798418,1905.13833992095,669.444909451794,0.49460351521112,0.015924396001021,1760.42553191489,3794.44444444444,417.686105529471,422.50426983013,0.901748958480669,0.0035642251323346,0.0946868163869967,336.701973806334,299.215243068964,307.294883619874,371.069340614713,8965.91424852164,0,790.84531166789,0,462.92432419148,0.0500486090136043,0.0677202775143584,8.10051166439695e-05,0.83402868096631,0.0035642251323346,0.0445572022567484,0.110927089058347,0.0150804796651604,0.0893519169350615,0.026666225955457,0.0320159765221144,0.0094770698239913,0.0094770698239913,0.0149233194712504,0.0149233194712504,0.0135189027630209,0.0135189027630209,0.0193238132588469,0.0193238132588469,0.0320159765221144,0.0127209320279167,0.0127209320279167,0,0.0045330743077691,0.0023678523261772,0.0003733572281959,0.0125785527251753,0.0026983534077614,0.001921088103287,0.0124099846453999,0.0015666672943589,0.0136543191168756,0.0118888379880382,0.0017491985664757,2.1727802244936,1.95139816098386,4.05081139354175,9.94940156098758,0.0170212765957446,0,506,261.001216395115,0.0019762845849802,0.0068459906927172,0.564543456499562,0.847766597795782,38.994842713781,0.12255510874371,0.229235530665095,0.272727272727273,0.924242424242424,66
